ppg,abp
1.1180813,84.56399
1.1816169,87.508484
1.2742517,93.65746
1.4525824,95.83626
1.459211,95.32306
1.4774206,106.04751
1.5202799,109.37499
1.6895698,112.9397
1.4959543,110.294495
1.7126838,112.755066
1.6873499,118.84148
1.7977998,116.54872
1.8093547,118.83527
1.6113394,120.80132
1.7120539,118.25173
1.6145265,125.95259
1.6634175,122.88663
1.644833,117.74236
1.6869491,122.11616
1.6463764,121.62176
1.6038251,123.78805
1.5561334,118.41425
1.513014,117.41616
1.4874578,111.78771
1.4815478,110.470825
1.4219271,111.53898
1.4030672,109.25673
1.3268517,113.91696
1.3308196,110.574394
1.3187362,103.879135
1.3407711,100.15769
1.3177475,104.78105
1.2910936,96.96032
1.3516874,95.40475
1.3597407,97.25445
1.2889732,94.094055
1.2053115,93.787094
1.2761525,90.37129
1.0752492,89.99189
1.1526719,84.14283
1.1118578,84.0286
0.9939726,80.68249
1.051627,77.58562
0.88532615,79.401375
0.9492463,77.85375
0.9009915,72.760925
0.83211666,71.9033
0.8476804,69.41577
0.7415754,66.63668
0.9057731,68.09643
0.90695804,62.366158
0.762039,58.348003
0.80632883,59.809586
0.78282154,58.57461
0.7181298,61.939907
0.86837566,53.956333
0.8073557,56.01716
0.72242993,51.941307
0.6895989,51.552505
0.84455776,50.009052
0.6330371,46.423183
0.49118522,53.449245
0.6205252,52.533962
0.57321745,55.25812
0.40675202,55.30519
0.40713835,51.858948
0.37204105,57.060562
0.55757517,59.686962
0.49031416,57.94797
0.5292416,65.002846
0.6956443,61.98827
0.6150785,65.76333
0.7344377,67.70272
1.0421923,73.16731
1.0677277,78.92068
1.228229,82.59613
1.2956194,84.10379
1.354087,85.97037
1.3439435,91.791916
1.4674418,98.27282
1.6046449,100.933266
1.7682445,102.755486
1.8126526,104.94273
1.8548578,110.6296
1.774698,109.26836
1.8892971,115.38673
1.8573455,118.01647
1.8979712,119.15155
2.0007038,114.812195
1.9293171,121.08925
1.9462581,121.496086
1.9975944,122.40539
1.9258475,122.61318
1.9202757,125.0051
1.8085182,121.08686
1.8533179,120.30416
1.6593232,119.545555
1.7670022,123.263626
1.7255716,120.85377
1.766175,118.094574
1.7105017,113.93858
1.5201354,114.84152
1.6425498,109.519394
1.5898895,111.16457
1.5484269,104.11791
1.4741874,104.25348
1.539017,107.65025
1.4610652,100.31619
1.5211301,98.76392
1.4801781,100.498215
1.4899939,95.70642
1.431741,95.66141
1.5587054,95.33075
1.4527416,93.55298
1.3551661,86.62128
1.3424034,90.95158
1.1713665,84.599014
1.2800877,82.600006
1.0450718,84.44482
1.1898351,77.15753
1.1305172,76.70844
1.0703635,73.572235
1.1026663,76.70614
0.9703907,71.302185
0.98493344,66.27327
0.9050619,61.723297
0.81038463,63.925526
0.9852485,59.659412
0.85567456,60.89797
0.8964078,58.587257
0.8934526,56.33673
0.8655422,55.734207
0.9594509,57.169147
0.86379653,51.739094
0.92183626,51.903835
0.8492898,46.658485
0.79345906,50.945827
0.6912873,49.671227
0.6492471,50.785965
0.5644076,50.177704
0.60298413,54.487705
0.5887267,48.029694
0.624649,58.262287
0.53040326,58.671284
0.603333,65.50022
0.54020584,65.45833
0.68747145,59.621662
0.8746372,69.976555
0.85743964,71.3462
1.0085539,75.385025
0.9032807,78.98689
1.089837,82.10351
1.2184856,79.6783
1.2433832,89.312904
1.3785384,92.43467
1.5217109,95.02838
1.6378167,102.70456
1.6991024,100.944565
1.8537523,104.28803
1.7862414,108.23251
1.9054174,107.791595
1.8413074,111.415085
2.009357,116.60687
1.9264686,114.90765
2.0125487,120.84711
1.9864982,121.23777
1.9209697,124.62643
1.9015856,124.43812
1.9217556,118.72191
1.8399976,122.87947
1.8830547,122.83157
1.8611825,122.4882
1.8585317,115.965576
1.7254741,124.36125
1.8052051,117.40976
1.7287261,116.191956
1.6404669,116.612595
1.6211984,117.981865
1.6509113,112.931694
1.7101554,112.62357
1.4997725,107.81827
1.5337111,113.223175
1.5001901,103.46968
1.5126332,103.90436
1.3434615,97.000465
1.3999965,103.528946
1.3247247,98.91114
1.4410018,92.88367
1.3810393,88.34243
1.3043159,90.997986
1.47309,88.109474
1.2284274,87.92985
1.1383003,84.951645
1.2274555,84.19666
1.1098111,84.29503
1.028036,76.930336
0.97473377,79.517334
0.91723466,78.221
0.8692151,71.51652
0.93488604,71.24352
0.872253,68.91296
0.7876835,67.106964
0.80524516,65.68369
0.7888204,62.726776
0.81740105,63.338654
0.7992389,61.734486
0.7371254,55.654404
0.7781958,56.884945
0.75545925,55.055977
0.73979455,52.768818
0.71124697,54.397377
0.6030811,48.703457
0.6289804,51.150066
0.60440814,49.277092
0.5283284,48.696335
0.36123505,51.568905
0.4096975,53.059753
0.48391518,55.268585
0.42107767,54.892403
0.31319433,56.507282
0.44702157,54.391315
0.41561913,61.222057
0.4112045,63.78049
0.5069889,62.65455
0.5078053,67.13601
0.6577034,66.587135
0.78028846,71.42871
0.872441,77.29733
0.944997,83.20572
1.1451969,87.039536
1.1394742,86.40977
1.1793535,90.58434
